Benchmark, twise, seed, approx combinations, approx coverage, combinations, coverage
cerfpda.cnf,2,2,2849418,0.920487848370824,2849620,0.920133098049219
cerfpda.cnf,2,3,2871615,0.927658459622064,2878305,0.929395391940174
cerfpda.cnf,2,4,2862962,0.924863158493219,2854106,0.921581612966243
cerfpda.cnf,2,5,2873684,0.928326837992061,2875248,0.928408296509647
cerfpda.cnf,2,6,2851675,0.921216959043169,2855153,0.921919685886021
cerfpda.cnf,2,7,2867100,0.926199915233212,2856587,0.922382719856376
cerfpda.cnf,2,8,2849606,0.920548580673172,2856978,0.922508972494038
cerfpda.cnf,2,9,2843775,0.918664910167879,2857195,0.922579041093458
cerfpda.cnf,2,10,2884970,0.931972714397949,2876841,0.928922671066673
cma230.cnf,2,1,2504436,0.920142318002257,2504820,0.921555800994395
cma230.cnf,2,2,2485537,0.913198730836155,2486468,0.914803861909012
cma230.cnf,2,3,2514217,0.923735906344056,2509412,0.923245257417678
cma230.cnf,2,4,2499131,0.918193234457299,2493366,0.917341725673778
cma230.cnf,2,5,2515543,0.924223085379044,2513121,0.924609846675943
cma230.cnf,2,6,2487526,0.913929499388638,2496824,0.918613968773018
cma230.cnf,2,7,2506094,0.920751475498495,2496507,0.918497340357038
cma230.cnf,2,8,2493660,0.916183161681716,2497724,0.918945090458765
cma230.cnf,2,9,2501949,0.919228581757901,2499682,0.919665464081759
cma230.cnf,2,10,2516372,0.924527664127163,2498882,0.919371133694428
cma28x.cnf,2,1,2473433,0.91668383835389,2489078,0.923785792330257
cma28x.cnf,2,2,2477850,0.918320831356736,2487138,0.923065789004881
cma28x.cnf,2,3,2483412,0.920382175047438,2477365,0.919438679469365
cma28x.cnf,2,4,2497154,0.925475124525616,2492834,0.925179778149903
cma28x.cnf,2,5,2461490,0.912257619781784,2469824,0.916639944893766
cma28x.cnf,2,6,2508770,0.929780152988615,2492656,0.925113715989121
cma28x.cnf,2,7,2487175,0.921776787832068,2486453,0.922811561026591
cma28x.cnf,2,8,2497318,0.925535904886148,2489355,0.923888596928778
cma28x.cnf,2,9,2483903,0.920564145517078,2482619,0.921388626619636
cma28x.cnf,2,10,2476377,0.917774919947818,2482740,0.921433534043539
cme555.cnf,2,1,2772828,0.926707680954826,2763006,0.924989320631469
cme555.cnf,2,2,2758538,0.921931815751198,2765686,0.925886521498673
cme555.cnf,2,3,2767583,0.924954747925222,2768766,0.926917632943073
cme555.cnf,2,4,2757815,0.921690181703456,2759948,0.923965574268815
cme555.cnf,2,5,2768125,0.925135889908453,2761815,0.924590601887871
cme555.cnf,2,6,2760890,0.922717878379535,2759675,0.923874180299879
cme555.cnf,2,7,2762156,0.923140988620808,2770474,0.927489431107695
cme555.cnf,2,8,2757453,0.921569197574435,2762957,0.924972916585762
cme555.cnf,2,9,2766497,0.924591795538159,2763099,0.925020454840666
cme555.cnf,2,10,2815156,0.940854134582478,2835872,0.949383140926152
cq7708.cnf,2,1,2602879,0.917312891893721,2593505,-
cq7708.cnf,2,2,2611528,0.92036099332371,2604457,-
cq7708.cnf,2,3,2583680,0.910546734031036,2592000,-
cq7708.cnf,2,4,2582469,0.9101199504917,2596340,-
cq7708.cnf,2,5,2593193,0.913899328423854,2611126,-
cq7708.cnf,2,6,2603917,0.917678706356009,2602491,-
cq7708.cnf,2,7,2612393,0.92066583870895,2598911,-
cq7708.cnf,2,8,2601842,0.916947429853843,2597797,-
cq7708.cnf,2,9,2619831,0.923287156599603,2597692,-
cq7708.cnf,2,10,2635571,0.928834285343739,2634309,-
cq7750.cnf,2,1,2702206,0.916912108017721,2704442,0.918215761055748
cq7750.cnf,2,2,2734093,0.927731999761119,2747336,0.932779189243421
cq7750.cnf,2,3,2722317,0.923736169323315,2720322,0.923607359871905
cq7750.cnf,2,4,2706373,0.918326053791696,2704851,0.918354625282185
cq7750.cnf,2,5,2718512,0.92244505733148,2706284,0.918841159356716
cq7750.cnf,2,6,2693329,0.91389996579656,2697281,0.915784448768437
cq7750.cnf,2,7,2701300,0.91660468424253,2707236,0.919164383668616
cq7750.cnf,2,8,2717063,0.921953382883078,2724326,0.924966803301369
cq7750.cnf,2,9,2712352,0.920354847116053,2707392,0.919217348997037
cq7750.cnf,2,10,2718150,0.92232222354934,2709641,0.919980932481769
csb281.cnf,2,1,2691355,0.93666299614665,2690946,0.93647437293935
csb281.cnf,2,2,2639710,0.918689164959016,2647740,0.921438280889484
csb281.cnf,2,3,2652578,0.923167570607627,2658734,0.925264295702154
csb281.cnf,2,4,2660814,0.926033917275481,2658640,0.925231582823094
csb281.cnf,2,5,2658927,0.92537719117516,2660110,0.925743156570103
csb281.cnf,2,6,2655495,0.924182764054704,2647378,0.921312301504166
csb281.cnf,2,7,2650005,0.922272098293835,2653041,0.923283078462884
csb281.cnf,2,8,2653436,0.92346617738774,2654449,0.923773075630088
csb281.cnf,2,9,2658240,0.925138096935139,2651540,0.922760716425972
csb281.cnf,2,10,2655152,0.924063390947969,2655829,0.924253328535444
dreamcast.cnf,2,1,2682273,0.921677419620866,2673640,0.919395881762287
dreamcast.cnf,2,2,2681743,0.921495302054011,2684801,0.923233861982641
dreamcast.cnf,2,3,2674490,0.919003040332512,2667181,0.91717479814583
dreamcast.cnf,2,4,2674313,0.918942219937544,2675510,0.92003892656222
dreamcast.cnf,2,5,2674136,0.918881399542575,2673390,0.919309913206146
dreamcast.cnf,2,6,2676082,0.919550080269177,2670024,0.918152432566265
dreamcast.cnf,2,7,2661929,0.914686853998065,2666597,0.916973975598685
dreamcast.cnf,2,8,2676436,0.919671721059113,2673937,0.919498012406982
dreamcast.cnf,2,9,2671836,0.918091078026038,2672716,0.91907814197879
dreamcast.cnf,2,10,2657330,0.91310655458304,2667853,0.917405881624737
